"Direct Mapping to StoreClientId column of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone having string values having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed""",ok,,,
"This is a reference key to DimSolutionType table to get info about the Offer details of the Onestore Orders having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: SolutionTypeKey is populated by joining the Offer column of MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team with SolutionType in DimSolutionType",ok,,,
"SurrogateKey generated on combination of OrderId, LineItemId, OrderStatus columns coming from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team, MsOrder-Materialized DeltaStream files coming from upstream source cornerstone, Asimov.v4.Cll file coming from upstream source cornerstone, RevenueReport-Insession and CrossSession excel files provided by Store Business Team Sources having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed""",ok,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,ok,,,
"This is a reference key to DimMSStoreSite table to get info about the StoreSite details of the Onestore Orders having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: MSStoreSiteKey is populated by joining the Site_Id column and HardCocded value 'APGC' from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team with SiteIdRegion and SiteId columns in DimMsStoreSite",ok,,,
"This is a reference key to DimVendorSite table to get more details about Company and Location of the Agent of OnestoreTransaction Orders having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: VendorSiteKey is populated by joining with Vendor and Site fields which are derived by applying decode logic on VendorSiteCode column of MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team, AppId column coming from Asimov.v4.Cll file coming from upstream source cornerstone and Vendor column from viw_Consumer_QueueAttributes view from MDM source with Vendor and Site fields from DimVendorSite",ok,,,
"This is a reference key to DimSupportProduct table to get details about the Case related flags. Logic: SupportProductKey is populated by joining with ServiceRequestId columns of RevenueReport-Insession and CrossSession excel files provided by Store Business Team and Asimov.v4.Cll file coming from upstream source cornerstone having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"" with ServiceRequestId from FactServiceRequest",ok,,,
"Derived by applying decode logic on DistributorId and RevenueAmount column coming from FactRevenueDeferred having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"" present in UDPMLGCS DataMart. logic: if length of column DistributorId = 4, then RevenueAmount.",ok,,,
"This is a reference key to DimGeography table to get info about the Region details of the Onestore Orders having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: DeliveryGeographyKey is populated by joining the MarketName column of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone and Country_Name column from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team with CountryShortName in DimGeography",ok,,,
HardCoded to 0 as there is no data coming from Cornerstone source,ok,,,
"Direct mapping to ServiceRequestId columns of RevenueReport-Insession and CrossSession excel files provided by Store Business Team and Asimov.v4.Cll file coming from upstream source cornerstone having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"".",ok,,,
Timestamp in UTC at which record is updated by ETL process in UDP,ok,,,
"This is a Reference Key to DimServiceActivityCategory which Helps to determine whether the conversation is proactive or button based on very first category of OneStoreTransaction Orders having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: ServiceActivityCategoryKey is populated by joining EngagementId column of RevenueReport-Insession and CrossSession excel files provided by Store Business Team with ConversationId column from FactMessaging present in UDPMLGCS Datamart and selected ServiceActivityCategoryKey",ok,,,
"This is a reference key to DimRootCauseClassification table to get the rootcause details of OneStoreTransaction having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: RootCauseClassificationKey is populated by joining EngagementId column of RevenueReport-Insession and CrossSession excel files provided by Store Business Team with ConversationId column from FactMessaging present in UDPMLGCS Datamart and selected RootCauseClassificationKey",ok,,,
"Direct Mapping by UNION of Order_Date column of MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team, GoalTimeStamp column of RevenueReport-Insession and CrossSession excel files provided by Store Business Team and OrderCreatedDate column of Asimov.v4.Cll file coming from upstream source cornerstone having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"".",ok,,,
"This is a reference key to DimStoreClient table to get details of the StoreClientId of the OnestoreTransaction Orders having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: StoreClientKey is populated by joining the StoreClientId  coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos with StoreClientId in the DimStoreClient",ok,,,
"Direct Mapping to Skill Column of RevenueReport-Insession and CrossSession excel files provided by Store Business Team having string values having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed""",ok,,,
"Derived by applying decode logic on Total_Price column of MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team and Quantity, TotalPrice, chargedamount, LineItemTaxAmount columns coming from MsOrder-Materialized DeltaStream files coming from upstream source cornerstone and Asimov.v4.Cll file coming from upstream source cornerstone having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"" and ExchangeRateAmt column from EDLS source provided by Store Business Team.
Logic: if abs(Msorder.Quantity) != Asimovcll.Quantity then Msorder.TotalPrice * AsimovCll.Quantity else Msorder.TotalPrice
if Msorder.Quantity or Msorder.TotalPrice = NULL then (AsimovCll.chargedamount - (AsimovCll.LineItemTaxAmount * Asimovcll.Quantity)) * EDLS.ExchangeRateAmt""",ok,,,
"This is a reference key to DimSalesProduct table to get Product details of the OneStoreTransaction Orders having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: SalesProductKey is populated by joining the SKUId column from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team and SKUID column of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone with SalesProductSKU in the DimSalesProduct",ok,,,
"HardCoded to 1 if Service Activity Category contains 'button', if category is null then it will check for the campaign engagement name. Flag to determine whether the conversation is Button Accepted. ",ok,,,
"This is a reference key to DimTime table to get info about the Transaction DayTime details of the Onestore Orders having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: UTCTimeKey is populated by joining the taking time values of Order_Date column of MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team, time value of GoalTimeStamp column of RevenueReport-Insession and CrossSession excel files provided by Store Business Team and time value of OrderCreatedDate column of Asimov.v4.Cll file coming from upstream source cornerstone with Time in DimTime",ok,,,
"This is a reference key to DimDataSource table to get info about from which source Onestore Orders coming having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: DataSourceKey is populated by joining the HardCoded Value 'ChinaConsumer','ChinaSMB' values of MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team, HardCoded Value 'OneStorePOBO' of Asimov.v4.Cll file coming from upstream source cornerstone, HardCoded value 'OneStoreLivePerson' of RevenueReport-Insession and CrossSession excel files provided by Store Business Team  with DataSourceName in DimDataSource",ok,,,
"This is a reference key to DimPaymentMenthod table to get info about the Payment details of the Onestore Orders having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: PayMenthodKey is populated by joining the PaymentTypeId column of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone with PaymentMethod column in DimPaymentMethod",ok,,,
"This is a reference key to DimTopic table to get the topic related to ticket of OneStoreTransaction having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"". Logic: TopicKey is populated by joining EngagementId column of RevenueReport-Insession and CrossSession excel files provided by Store Business Team with ConversationId column from FactMessaging present in UDPMLGCS Datamart and selected Topic Key",ok,,,
"This attribute is calculated using columns DistributorId and Orders from RevenueReport-Insession and CrossSession excel files provided by Store Business Team and MsOrder-Materialized DeltaStream files coming from upstream source cornerstone having OrderStates of ""cancelled"", ""failed"", ""ordered"", ""refunded"", ""refundfailed"" respectively. Logic: If len(DistributorId) == 4 then Orders else HardCoded as 0",ok,,,
"This Fact table contains aggregated data from FactSurvey and FactMessaging table from UDP MC ADLS to get IPD (IsHandled by Human), SurveyCount, TotalSurveyScore. Grain - DataSourceName, PlanningCategory, CalendarDatePT, LOBName, QueueFriendlyName, QueueFullName, AgentGroupName and Alias",OK,,,
"Indirect mapping to DataSourceName column from DimDataSource by joining with FactMessaging, FactSurvey using DataSourceKey from UDP MC ADLS source.",OK,,,
"Indirect mapping to PlanningCategory column from DimPlanningCategory by joining with FactMessaging, FactSurvey table  using PlanningCategoryKey from UDP MC ADLS source",OK,,,
Indirect mapping to CalendarDate column from DimDate by joining with FactMessaging and FactSurvey table using ChatBeginDatePTKey and SurveyCompletedPTDateKey from UDP MC ADLS source.,OK,,,
Derived by applying decode logic on Alias column coming from DimEmployee table from UDP MC ADLS source.  Logic: If Alias like 'wss_' then hardcoded to Support else if it is like 'wcs_' then hardcoded to Sales.,OK,,,
"This attribute is calculated using QualityOfServiceScore column from FactSurvey table in UDP MC ADLS source : Logic: sum of QualityOfServiceScore by grouping columns - Alias,AgentGroupName,CalendarDatePT,DataSourceName,QueueFullName,QueueFriendlyName,PlanningCategory. ",OK,,,
"Indirect mapping to FullName column from DimSupportQueue by joining with FactMessaging, FactSurvey table  using SupportQueueKey from UDP MC ADLS source",OK,,,
"This attribute is calculated using IsHandledByHuman column from FactMessaging table from UDP MC ADLS Source: Logic: sum of IsHandledByHuman by grouping columns - Alias,AgentGroupName,CalendarDatePT,DataSourceName,QueueFullName,QueueFriendlyName,PlanningCategory. ",OK,,,
Indirect mapping to AgentGroupName column from DimMessagingAgentGroup  by joining with FactMessaging table  using MessagingAgentGroupKey from UDP MC ADLS source,OK,,,
"Indirect mapping to Alias column from DimEmployee  by joining with FactMessaging, and FactSurvey table  using EmployeeKey from UDP MC ADLS source",OK,,,
"Indirect mapping to FriendlyName column from DimSupportQueue by joining with FactMessaging, FactSurvey table  using SupportQueueKey from UDP MC ADLS source",OK,,,
"This attribute is calculated using FactSurveyKey column coming from FactSurvey table from UDP MC ADLS source as: Logic: count of SurveyKey by grouping columns - Alias,AgentGroupName,CalendarDatePT,DataSourceName,QueueFullName,QueueFriendlyName,PlanningCategory. ",OK,,,
Timestamp in UTC at which record is updated by ETL process in UDP,OK,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,OK,,,
"This Fact table contains aggregated data from FactRevenue to get TotalRevenue, TotalOrders and TotalUnitsSold in a day. Grain - DataSourceName, PlanningCategory, CalendarDatePT, LOBName, QueueFriendlyName, QueueFullName, Alias, SalesProductCategory, OpportunityId, SalesProductName, OrderKey, SalesProductDivision",ok,,,
Indirect mapping to Alias column from DimEmployee  by joined with FactRevenue table  using EmployeeKey from UDP MC ADLS source,ok,,,
Indirect mapping to ProductCategory column from DimSalesProduct table joined on SalesProductKey column with FactRevenue table coming fromUDP MC ADLS source.,ok,,,
"This column is calculated from OrderKey from FactRevnue in UDP MC ADLS source. Logic - count of distinct OrderKey from FactRevenue grouped by DataSourceName, PlanningCategory, CalendarDatePT, LOBName, QueueFriendlyName, QueueFullName, Alias, SalesProductCategory, OpportunityId, SalesProductName, OrderKey, SalesProductDivision",ok,,,
Indirect mapping to DataSourceName column from DimDataSource table joined on DataSourceKey column with FactRevenue table coming from UDP MC ADLS source.,ok,,,
Indirect mapping to CalendarDate column from DimDate table joined on PTDateKey column with FactRevenue table coming from UDP MC ADLS source.,ok,,,
Derived by applying decode logic on Alias column coming from DimEmployee table from UDP MC ADLS source.  Logic: If Alias like 'wss_' then hardcoded to Support else if it is like 'wcs_' then hardcoded to Sales.,ok,,,
"This column is calculated from UnitsSold from FactRevnue in UDP MC ADLS source. Logic - Sum of UnitsSold from FactRevenue grouped by DataSourceName, PlanningCategory, CalendarDatePT, LOBName, QueueFriendlyName, QueueFullName, Alias, SalesProductCategory, OpportunityId, SalesProductName, OrderKey, SalesProductDivision",ok,,,
Indirect mapping to FriendlyName column from DimSupportQueue table joined on SupportQueueKey column with FactRevenue table coming from UDP MC ADLS source.,ok,,,
This attribute is derived from ConversationID column of DimServiceRequestEntityCAPS by joining with FactRevenue via ServiceRequestID  from UDP MC ADLS source.,ok,,,
Indirect mapping to ProductName column from DimSalesProduct table joined on SalesProductKey column with FactRevenue data coming from UDP MC ADLS source.,ok,,,
Indirect mapping to PlanningCategory column from DimPlanningCategory table joined on EngagementId column with DimSupportQueue table coming from UDP MC ADLS source.,ok,,,
"This column is calculated from RevenueAmount from FactRevnue in UDP MC ADLS source. Logic - Sum of RevenueAmount from FactRevenue grouped by DataSourceName, PlanningCategory, CalendarDatePT, LOBName, QueueFriendlyName, QueueFullName, Alias, SalesProductCategory, OpportunityId, SalesProductName, OrderKey, SalesProductDivision",ok,,,
Direct mapping to OrderKey column having numeric values coming from FactRevenue in UDP MC ADLS source.,ok,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,ok,,,
Timestamp in UTC at which record is updated by ETL process in UDP,ok,,,
Indirect mapping to FullName column from DimSupportQueue table joined on SupportQueueKey column with FactRevenue table coming from UDPMC ADLS source.,ok,,,
Timestamp in UTC at which record is updated by ETL process in UDP,ok,,,
"This Table contains Survey Product details coming from  viw_Consumer_MAS_MLGCSSurveyProduct table,  from MasterDataManagement source.",ok,,,
"Direct mapping to MLGCSSurveyProductParentID column with integer values coming from viw_Consumer_MAS_MLGCSSurveyProduct table, MDM source",OK,,,
"Direct Mapping to MLGCSSurveyProductID column coming from  viw_Consumer_MAS_MLGCSSurveyProduct table,  from MasterDataManagement source.",ok,,,
"Direct Mapping to MLGCSSurveyProductName column coming from  viw_Consumer_MAS_MLGCSSurveyProduct table,  from MasterDataManagement source.",ok,,,
"Direct mapping to HRTarget column with integer values coming from viw_Consumer_MAS_MLGCSSurveyProduct table, MDM source",OK,,,
"Direct mapping to MLGCSSurveyProductID column with integer values coming from viw_Consumer_MAS_MLGCSSurveyProduct table, MDM source",OK,,,
"Direct Mapping to MLGCSSurveyProductID column coming from  viw_Consumer_MAS_MLGCSSurveyProduct table,  from MasterDataManagement source.",ok,,,
"Direct mapping to MLGCSSurveyProductName column with string values coming from viw_Consumer_MAS_MLGCSSurveyProduct table, MDM source",OK,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,OK,,,
"Direct Mapping to MLGCSSurveyProductName column coming from  viw_Consumer_MAS_MLGCSSurveyProduct table,  from MasterDataManagement source.",ok,,,
"Direct Mapping to MLGCSSurveyProductName column coming from  viw_Consumer_MAS_MLGCSSurveyProduct table,  from MasterDataManagement source.",ok,,,
"Direct Mapping to MLGCSSurveyProductID column coming from  viw_Consumer_MAS_MLGCSSurveyProduct table,  from MasterDataManagement source.",ok,,,
"Direct Mapping to MLGCSSurveyProductName column coming from  viw_Consumer_MAS_MLGCSSurveyProduct table,  from MasterDataManagement source.",ok,,,
"This attribute is derived using MLGCSSurveyProductID coming from viw_Consumer_MAS_MLGCSSurveyProduct table,  from MasterDataManagement source.         Logic:   If MLGCSSurveyProductID is not null then populate using values from MLGCSSurveyProductID; else hardcoded as 0.",ok,,,
"Direct mapping to CSATTarget column with integer values coming from viw_Consumer_MAS_MLGCSSurveyProduct table, MDM source",OK,,,
"Direct Mapping to MLGCSSurveyProductID column coming from  viw_Consumer_MAS_MLGCSSurveyProduct table,  from MasterDataManagement source.",ok,,,
Timestamp in UTC at which record is updated by ETL process in UDP,OK,,,
"This Table containsBudget data to calculate a daily percent of Actuals from  SupplierSpendMonthly,SupplierEngagement  table, from GTO - SupplierSpend ,SupplierEngagement source.",ok,,,
"Direct mapping to CostCenter column having integer values coming  from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetVolPmtLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualBaseCPHdLC column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to Budgettaxcd column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to PL_FunctionSummary column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to PostMonth column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetOtherPmtCD column having decimal values coming  from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualOtherPmtCD column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetTotCostCD column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to SupportTier column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to VolPmtVarianceCD column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualBaseMPI column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetBillableUnits column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to MSCompanyCode column having integer values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetBaseCPILC column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to MediaSubtype column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualTotCostCD column having decimal values coming  from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ReportCategory column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualHours column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to CCO1 column having string values coming  from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetTaxLC column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetBaseCPMLC column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualBaseCPICD column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to PL_FunctionDetail column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualBaseCPILC column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to TotalVarianceCD column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to SupplierEngagementID column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to MPIVarianceLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
Direct mapping to SalesRegion  column having string values coming from  SupplierEngagement coming from  GTO - SupplierSpend source.,OK,,,
"Direct mapping to CCO2 column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualDiscountLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetDiscountLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualtaxCD column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to SupplierNumber column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualBaseCPULC column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"This is a reference key to DimSubPlanningCategory table to get more details about PlanningCategory & PlanningLOB,This key is populated by joining  SupplierSpendMonthly  table with DimSubPlanningCategory based on PlanningLOB,PL_FunctionDetail  attributes",ok,,,
"Direct mapping to BudgetDiscountCD column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to AccountCode column having integer values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to VolPmtVarianceLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualCurrencyCode column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetBaseCPHrCD column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ExecPl column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualTotCostLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualBaseCPMCD column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualBillableUnits column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to SupplierCity column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetBaseCPMCD column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to MediaType column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to SalesLocation  column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetBaseCPULC column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetHeads column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to OtherVarianceCD column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetBaseCPICD column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to OtherVarianceLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to PL_SalesDistrict column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to MPIVarianceCD column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to SupplierName column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to VolumeVarianceLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to PostCumMonth column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,OK,,,
"Direct mapping to VolumeType column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetTotCostLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetBaseMPI column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to PostPeriod column having integer values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to Invoiceprefix column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to TotalVarianceLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to InvPeriod column having integer values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to PricingVarianceLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualIncidentsHandled column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to PL_Org column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to CCOOrg column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to Product column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetHours column having floating values coming  from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ProfitCenter column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to FiscalYearNumber column having integer values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetBillableMinutes column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualPricingModel column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to PL_SalesSubLocation column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
Timestamp in UTC at which record is updated by ETL process in UDP,OK,,,
"Direct mapping to BudgetBaseCPHdCD column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"This is a reference key to DimSupportChannel table to get more details about SupportChannelName and SupportChannelL2,This key is populated by joining  SupplierSpendMonthly  table with DimSupportChannel based on MediaType ,Rank attributes",ok,,,
"Direct mapping to SupplierCountry column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualOtherPmtLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to Offering column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualVolPmtCD column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to SupplierRegion column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to PL_Function column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to CostBasis column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to SEIDIsInvoiceActive column having boolean values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to InvMonth column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ProductGroup column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetBaseCPHrLC column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
Direct mapping to ActualBaseCPMLC column having floating values coming from <SupplierSpendMonthly> GTO - SupplierSpend source.,OK,,,
"Direct mapping to ProductSubtype column having string values coming  from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
